Month,Karachi Area,Crm Cd Desc,Crime Count,Suspect_Age,Suspect_Gender,Occupation,Education_Level,Crime_Motive,Reference_Source
2022-12,Landhi,THEFT OF IDENTITY,240,25-40,Male,IT Technician,Graduate,Digital Fraud,Cybercrime Wing FIA
2022-12,Landhi,THEFT PLAIN - PETTY ($950 & UNDER),27,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Landhi,"THEFT, PERSON",3,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Landhi,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",9,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Landhi,TRESPASSING,4,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Landhi,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",30,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Landhi,VANDALISM - MISDEAMEANOR ($399 OR UNDER),20,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Landhi,VEHICLE - ATTEMPT STOLEN,2,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Landhi,VIOLATION OF COURT ORDER,8,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Landhi,VIOLATION OF RESTRAINING ORDER,9,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Liaquatabad,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",34,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Liaquatabad,ATTEMPTED ROBBERY,3,18-30,Male,Unemployed,Matric,Financial,FIA Crime Report 2023
2022-12,Liaquatabad,BATTERY - SIMPLE ASSAULT,46,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Liaquatabad,BIKE - STOLEN,5,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Liaquatabad,BRANDISH WEAPON,10,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Liaquatabad,"BUNCO, GRAND THEFT",5,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Liaquatabad,BURGLARY,28,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Liaquatabad,BURGLARY FROM VEHICLE,63,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Liaquatabad,"BURGLARY, ATTEMPTED",2,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Liaquatabad,CRIMINAL THREATS - NO WEAPON DISPLAYED,9,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Liaquatabad,DISTURBING THE PEACE,4,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Liaquatabad,DOCUMENT FORGERY / STOLEN FELONY,1,30-45,Male,Clerk/Agent,Intermediate,Fraudulent Gain,NADRA Cyber Crimes Unit
2022-12,Liaquatabad,INTIMATE PARTNER - AGGRAVATED ASSAULT,5,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Liaquatabad,INTIMATE PARTNER - SIMPLE ASSAULT,25,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Liaquatabad,KIDNAPPING - GRAND ATTEMPT,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Liaquatabad,OTHER ASSAULT,2,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Liaquatabad,OTHER MISCELLANEOUS CRIME,2,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Liaquatabad,PICKPOCKET,5,15-25,Male,Street Vendor,Primary,Survival,"Dawn News Investigation, 2022"
2022-12,Liaquatabad,RECKLESS DRIVING,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Liaquatabad,ROBBERY,19,18-30,Male,Unemployed,Matric,Financial,FIA Crime Report 2023
2022-12,Liaquatabad,SHOPLIFTING - PETTY THEFT ($950 & UNDER),3,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Liaquatabad,"SHOTS FIRED AT MOVING VEHICLE, TRAIN OR AIRCRAFT",1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Liaquatabad,STALKING,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Liaquatabad,THEFT FROM MOTOR VEHICLE - ATTEMPT,2,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Liaquatabad,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),99,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Liaquatabad,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),15,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Liaquatabad,THEFT OF IDENTITY,65,25-40,Male,IT Technician,Graduate,Digital Fraud,Cybercrime Wing FIA
2022-12,Liaquatabad,THEFT PLAIN - PETTY ($950 & UNDER),41,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Liaquatabad,"THEFT, PERSON",1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Liaquatabad,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",24,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Liaquatabad,THROWING OBJECT AT MOVING VEHICLE,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Liaquatabad,TRESPASSING,6,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Liaquatabad,UNAUTHORIZED COMPUTER ACCESS,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Liaquatabad,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",35,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Liaquatabad,VANDALISM - MISDEAMEANOR ($399 OR UNDER),19,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Liaquatabad,VEHICLE - ATTEMPT STOLEN,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Liaquatabad,VIOLATION OF COURT ORDER,9,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Liaquatabad,VIOLATION OF RESTRAINING ORDER,11,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Liaquatabad,VIOLATION OF TEMPORARY RESTRAINING ORDER,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Nazimabad,ARSON,5,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Nazimabad,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",85,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Nazimabad,ATTEMPTED ROBBERY,1,18-30,Male,Unemployed,Matric,Financial,FIA Crime Report 2023
2022-12,Nazimabad,BATTERY - SIMPLE ASSAULT,76,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Nazimabad,BATTERY POLICE (SIMPLE),2,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Nazimabad,BRANDISH WEAPON,14,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Nazimabad,"BUNCO, GRAND THEFT",2,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Nazimabad,"BUNCO, PETTY THEFT",1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Nazimabad,BURGLARY,21,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Nazimabad,BURGLARY FROM VEHICLE,27,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Nazimabad,"BURGLARY, ATTEMPTED",2,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Nazimabad,CONTEMPT OF COURT,6,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Nazimabad,CRIMINAL HOMICIDE,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Nazimabad,CRIMINAL THREATS - NO WEAPON DISPLAYED,28,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Nazimabad,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),4,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Nazimabad,DISCHARGE FIREARMS/SHOTS FIRED,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Nazimabad,DOCUMENT FORGERY / STOLEN FELONY,1,30-45,Male,Clerk/Agent,Intermediate,Fraudulent Gain,NADRA Cyber Crimes Unit
2022-12,Nazimabad,EXTORTION,3,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Nazimabad,FALSE IMPRISONMENT,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Nazimabad,HUMAN TRAFFICKING - INVOLUNTARY SERVITUDE,2,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Nazimabad,INTIMATE PARTNER - AGGRAVATED ASSAULT,28,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Nazimabad,INTIMATE PARTNER - SIMPLE ASSAULT,71,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Nazimabad,KIDNAPPING,2,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Nazimabad,KIDNAPPING - GRAND ATTEMPT,3,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Nazimabad,OTHER ASSAULT,5,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Nazimabad,OTHER MISCELLANEOUS CRIME,3,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Nazimabad,PICKPOCKET,1,15-25,Male,Street Vendor,Primary,Survival,"Dawn News Investigation, 2022"
2022-12,Nazimabad,PIMPING,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Nazimabad,ROBBERY,51,18-30,Male,Unemployed,Matric,Financial,FIA Crime Report 2023
2022-12,Nazimabad,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Nazimabad,SHOTS FIRED AT INHABITED DWELLING,9,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Nazimabad,THEFT FROM MOTOR VEHICLE - ATTEMPT,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Nazimabad,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),67,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Nazimabad,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),9,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Nazimabad,THEFT OF IDENTITY,250,25-40,Male,IT Technician,Graduate,Digital Fraud,Cybercrime Wing FIA
2022-12,Nazimabad,THEFT PLAIN - ATTEMPT,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Nazimabad,THEFT PLAIN - PETTY ($950 & UNDER),38,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Nazimabad,"THEFT, PERSON",5,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Nazimabad,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",20,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Nazimabad,TRESPASSING,2,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Nazimabad,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",40,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Nazimabad,VANDALISM - MISDEAMEANOR ($399 OR UNDER),22,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Nazimabad,VEHICLE - ATTEMPT STOLEN,2,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Nazimabad,VEHICLE - STOLEN,2,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Nazimabad,VIOLATION OF COURT ORDER,6,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Nazimabad,VIOLATION OF RESTRAINING ORDER,18,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Nazimabad,VIOLATION OF TEMPORARY RESTRAINING ORDER,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Orangi Town,ARSON,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Orangi Town,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",74,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Orangi Town,ATTEMPTED ROBBERY,9,18-30,Male,Unemployed,Matric,Financial,FIA Crime Report 2023
2022-12,Orangi Town,BATTERY - SIMPLE ASSAULT,160,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Orangi Town,BATTERY POLICE (SIMPLE),2,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Orangi Town,BIKE - STOLEN,10,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Orangi Town,BRANDISH WEAPON,29,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Orangi Town,"BUNCO, GRAND THEFT",8,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Orangi Town,"BUNCO, PETTY THEFT",4,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Orangi Town,BURGLARY,25,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Orangi Town,BURGLARY FROM VEHICLE,314,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Orangi Town,"BURGLARY FROM VEHICLE, ATTEMPTED",1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Orangi Town,"BURGLARY, ATTEMPTED",1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Orangi Town,CRIMINAL HOMICIDE,3,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Orangi Town,CRIMINAL THREATS - NO WEAPON DISPLAYED,32,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Orangi Town,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Orangi Town,DISTURBING THE PEACE,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Orangi Town,DOCUMENT FORGERY / STOLEN FELONY,3,30-45,Male,Clerk/Agent,Intermediate,Fraudulent Gain,NADRA Cyber Crimes Unit
2022-12,Orangi Town,DRUNK ROLL,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Orangi Town,INDECENT EXPOSURE,2,20-40,Male,Varied,Matric,Psychological,"Police Behavioral Unit Report, Karachi 2022"
2022-12,Orangi Town,INTIMATE PARTNER - AGGRAVATED ASSAULT,20,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Orangi Town,INTIMATE PARTNER - SIMPLE ASSAULT,45,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Orangi Town,KIDNAPPING,3,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Orangi Town,OTHER ASSAULT,15,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Orangi Town,OTHER MISCELLANEOUS CRIME,8,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Orangi Town,PICKPOCKET,26,15-25,Male,Street Vendor,Primary,Survival,"Dawn News Investigation, 2022"
2022-12,Orangi Town,RECKLESS DRIVING,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Orangi Town,ROBBERY,38,18-30,Male,Unemployed,Matric,Financial,FIA Crime Report 2023
2022-12,Orangi Town,SHOPLIFTING - ATTEMPT,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Orangi Town,SHOPLIFTING - PETTY THEFT ($950 & UNDER),17,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Orangi Town,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),2,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Orangi Town,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),85,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Orangi Town,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),9,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Orangi Town,THEFT FROM PERSON - ATTEMPT,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Orangi Town,THEFT OF IDENTITY,42,25-40,Male,IT Technician,Graduate,Digital Fraud,Cybercrime Wing FIA
2022-12,Orangi Town,THEFT PLAIN - ATTEMPT,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Orangi Town,THEFT PLAIN - PETTY ($950 & UNDER),65,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Orangi Town,"THEFT, PERSON",17,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Orangi Town,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",36,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Orangi Town,THROWING OBJECT AT MOVING VEHICLE,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Orangi Town,TRESPASSING,5,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Orangi Town,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",52,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Orangi Town,VANDALISM - MISDEAMEANOR ($399 OR UNDER),16,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Orangi Town,VEHICLE - ATTEMPT STOLEN,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Orangi Town,VIOLATION OF COURT ORDER,2,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Orangi Town,VIOLATION OF RESTRAINING ORDER,5,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Orangi Town,VIOLATION OF TEMPORARY RESTRAINING ORDER,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Other,ARSON,15,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Other,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",329,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Other,ATTEMPTED ROBBERY,20,18-30,Male,Unemployed,Matric,Financial,FIA Crime Report 2023
2022-12,Other,BATTERY - SIMPLE ASSAULT,598,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Other,BATTERY ON A FIREFIGHTER,3,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Other,BATTERY POLICE (SIMPLE),7,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Other,BIKE - STOLEN,28,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Other,BOMB SCARE,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Other,BRANDISH WEAPON,101,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Other,"BUNCO, ATTEMPT",3,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Other,"BUNCO, GRAND THEFT",69,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Other,"BUNCO, PETTY THEFT",18,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Other,BURGLARY,505,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Other,BURGLARY FROM VEHICLE,449,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Other,"BURGLARY FROM VEHICLE, ATTEMPTED",4,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Other,"BURGLARY, ATTEMPTED",29,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Other,CONTEMPT OF COURT,39,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Other,CONTRIBUTING,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Other,CRIMINAL HOMICIDE,12,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Other,CRIMINAL THREATS - NO WEAPON DISPLAYED,155,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Other,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),18,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Other,CRUELTY TO ANIMALS,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Other,DISCHARGE FIREARMS/SHOTS FIRED,6,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Other,DISHONEST EMPLOYEE - GRAND THEFT,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Other,DISRUPT SCHOOL,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Other,DISTURBING THE PEACE,13,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Other,DOCUMENT FORGERY / STOLEN FELONY,32,30-45,Male,Clerk/Agent,Intermediate,Fraudulent Gain,NADRA Cyber Crimes Unit
2022-12,Other,DOCUMENT WORTHLESS ($200.01 & OVER),1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Other,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",5,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Other,"EMBEZZLEMENT, PETTY THEFT ($950 & UNDER)",1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Other,EXTORTION,27,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Other,FAILURE TO YIELD,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Other,FALSE IMPRISONMENT,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Other,FALSE POLICE REPORT,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Other,INDECENT EXPOSURE,13,20-40,Male,Varied,Matric,Psychological,"Police Behavioral Unit Report, Karachi 2022"
2022-12,Other,INTIMATE PARTNER - AGGRAVATED ASSAULT,103,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Other,INTIMATE PARTNER - SIMPLE ASSAULT,454,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Other,KIDNAPPING,5,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Other,ORAL COPULATION,7,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Other,OTHER ASSAULT,32,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Other,OTHER MISCELLANEOUS CRIME,37,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Other,PANDERING,2,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Other,PICKPOCKET,13,15-25,Male,Street Vendor,Primary,Survival,"Dawn News Investigation, 2022"
2022-12,Other,PROWLER,4,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Other,RECKLESS DRIVING,2,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Other,RESISTING ARREST,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Other,ROBBERY,159,18-30,Male,Unemployed,Matric,Financial,FIA Crime Report 2023
2022-12,Other,SHOPLIFTING - PETTY THEFT ($950 & UNDER),101,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Other,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),26,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Other,SHOTS FIRED AT INHABITED DWELLING,16,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Other,"SHOTS FIRED AT MOVING VEHICLE, TRAIN OR AIRCRAFT",3,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Other,STALKING,7,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Other,THEFT FROM MOTOR VEHICLE - ATTEMPT,3,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Other,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),552,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Other,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),115,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Other,THEFT OF IDENTITY,1102,25-40,Male,IT Technician,Graduate,Digital Fraud,Cybercrime Wing FIA
2022-12,Other,THEFT PLAIN - ATTEMPT,3,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Other,THEFT PLAIN - PETTY ($950 & UNDER),422,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Other,"THEFT, PERSON",21,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Other,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",231,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Other,THREATENING PHONE CALLS/LETTERS,4,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Other,THROWING OBJECT AT MOVING VEHICLE,8,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Other,TRESPASSING,69,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Other,UNAUTHORIZED COMPUTER ACCESS,4,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Other,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",363,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Other,VANDALISM - MISDEAMEANOR ($399 OR UNDER),137,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Other,VEHICLE - ATTEMPT STOLEN,17,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Other,VEHICLE - STOLEN,3,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Other,VIOLATION OF COURT ORDER,70,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Other,VIOLATION OF RESTRAINING ORDER,123,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Other,VIOLATION OF TEMPORARY RESTRAINING ORDER,7,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Saddar,ARSON,3,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Saddar,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",61,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Saddar,ATTEMPTED ROBBERY,4,18-30,Male,Unemployed,Matric,Financial,FIA Crime Report 2023
2022-12,Saddar,BATTERY - SIMPLE ASSAULT,84,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2022-12,Saddar,BIKE - STOLEN,2,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
