X,Y,CCN,REPORT_DAT,START_DATE,END_DATE,BLOCK,OFFENSE,METHOD,SHIFT,WARD,ANC,DISTRICT,PSA,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,BID,XBLOCK,YBLOCK,LATITUDE,LONGITUDE,OBJECTID,OCTO_RECORD_ID
400951,137749,19007066,2019/01/13 01:06:54+00,2019/01/12 20:28:57+00,,1502 - 1599 BLOCK OF WEST VIRGINIA AVENUE NE,ROBBERY,OTHERS,EVENING,5,5D,5,506,Cluster 23,008802 4,008802,Precinct 77,,400951,137749,38.907599819,-76.9890355205,940107887,
401996,136793,19007143,2019/01/13 02:48:21+00,2019/01/12 22:31:14+00,2019/01/12 23:59:03+00,1800 - 1869 BLOCK OF BENNING ROAD NE,THEFT/OTHER,OTHERS,EVENING,7,6A,5,507,Cluster 25,007901 1,007901,Precinct 81,,401996,136793,38.8989860818,-76.9769900539,940107888,
400594,139371,19007438,2019/01/13 18:00:29+00,2019/01/13 16:39:33+00,,900 - 999 BLOCK OF RHODE ISLAND AVENUE NE,THEFT F/AUTO,OTHERS,DAY,5,5C,5,505,Cluster 22,009102 4,009102,Precinct 72,,400594,139371,38.9222116506,-76.9931501206,940107889,
401090,135279,19007565,2019/01/13 23:02:43+00,2019/01/12 23:00:07+00,2019/01/13 22:00:06+00,1300 - 1349 BLOCK OF C STREET SE,THEFT F/AUTO,OTHERS,EVENING,6,6B,1,107,Cluster 26,006900 1,006900,Precinct 91,,401090,135279,38.8853489985,-76.98743685,940107890,
399258,138079,19007930,2019/01/15 00:45:28+00,2019/01/14 20:54:35+00,2019/01/14 21:45:01+00,1 - 38 BLOCK OF FLORIDA AVENUE NE,THEFT F/AUTO,OTHERS,EVENING,5,5E,5,502,Cluster 21,008701 1,008701,Precinct 75,NOMA,399258,138079,38.9105727737,-77.0085551871,940107891,
403604,136191,19008212,2019/01/15 12:58:59+00,2019/01/15 11:52:17+00,2019/01/15 11:53:15+00,3300 - 3399 BLOCK OF CLAY STREET NE,MOTOR VEHICLE THEFT,OTHERS,DAY,7,7D,6,603,Cluster 32,009604 2,009604,Precinct 101,,403604,136191,38.8935579251,-76.9584561433,940107892,
397329,138713,19008791,2019/01/16 13:29:37+00,2019/01/16 12:45:26+00,2019/01/16 13:29:47+00,1300 - 1399 BLOCK OF WALLACH PLACE NW,THEFT F/AUTO,OTHERS,DAY,1,1B,3,305,Cluster 3,004402 1,004402,Precinct 22,,397329,138713,38.9162803134,-77.0307988327,940107893,
393731,139295,19009235,2019/01/17 03:25:44+00,2019/01/17 02:40:28+00,2019/01/17 03:00:09+00,2301 - 2499 BLOCK OF WISCONSIN AVENUE NW,THEFT/OTHER,OTHERS,EVENING,3,3B,2,204,Cluster 14,000400 2,000400,Precinct 12,,393731,139295,38.9215048581,-77.072292042,940107894,
394737,137483,19009552,2019/01/17 23:49:41+00,2019/01/17 16:00:52+00,2019/01/17 16:30:02+00,3036 - 3099 BLOCK OF M STREET NW,THEFT/OTHER,OTHERS,EVENING,2,2E,2,206,Cluster 4,000102 3,000102,Precinct 5,GEORGETOWN,394737,137483,38.9051883564,-77.0606772966,940107895,
400233,136927,19010147,2019/01/18 18:53:01+00,2019/01/18 18:00:35+00,2019/01/18 18:05:20+00,600 - 699 BLOCK OF H STREET NE,THEFT/OTHER,OTHERS,DAY,6,6C,1,104,Cluster 25,008302 2,008302,Precinct 83,,400233,136927,38.9001954371,-76.9973139237,940107896,
398477,137531,19010812,2019/01/19 20:03:59+00,2019/01/19 17:39:29+00,2019/01/19 19:39:27+00,400 - 499 BLOCK OF M STREET NW,THEFT F/AUTO,OTHERS,EVENING,2,6E,3,308,Cluster 7,004802 1,004802,Precinct 18,,398477,137531,38.9056351942,-77.0175588249,940107897,
397835,136718,19012099,2019/01/22 06:55:45+00,2019/01/21 12:00:32+00,2019/01/22 05:30:06+00,900 - 999 BLOCK OF G STREET NW,THEFT F/AUTO,OTHERS,MIDNIGHT,2,2C,2,209,Cluster 8,005802 5,005802,Precinct 129,DOWNTOWN,397835,136718,38.8983100548,-77.0249579465,940107898,
398148,140338,19012239,2019/01/22 16:57:55+00,2019/01/22 16:00:02+00,2019/01/22 16:20:52+00,3200 - 3249 BLOCK OF 6TH STREET NW,THEFT F/AUTO,OTHERS,DAY,1,1A,4,409,Cluster 2,003200 3,003200,Precinct 38,,398148,140338,38.9309209398,-77.0213594719,940107899,
399823,138211,19012273,2019/01/22 18:36:07+00,2019/01/22 17:41:22+00,2019/01/22 18:19:58+00,1500 - 1599 BLOCK OF HARRY THOMAS WAY NE,THEFT F/AUTO,OTHERS,DAY,5,5E,5,502,Cluster 21,008702 2,008702,Precinct 75,NOMA,399823,138211,38.91176217,-77.0020408266,940107900,
399695,143540,19012275,2019/01/22 18:11:38+00,2019/01/22 17:00:34+00,2019/01/22 17:30:57+00,5700  - 5799 BLOCK OF CHILLUM PLACE NE,THEFT F/AUTO,OTHERS,DAY,4,4B,4,406,Cluster 19,009505 3,009505,Precinct 65,,399695,143540,38.9597673588,-77.0035190472,940107901,
397115,137977,19012834,2019/01/23 15:55:48+00,2019/01/23 13:50:32+00,2019/01/23 13:52:53+00,1400 - 1499 BLOCK OF P STREET NW,THEFT/OTHER,OTHERS,DAY,2,2F,2,208,Cluster 7,005203 2,005203,Precinct 16,,397115,137977,38.9096495011,-77.0332633366,940107902,
395521,137007,19013454,2019/01/24 11:53:18+00,2019/01/24 11:34:32+00,2019/01/24 11:53:39+00,900 - 915 BLOCK OF NEW HAMPSHIRE AVENUE NW,THEFT/OTHER,OTHERS,MIDNIGHT,2,2A,2,207,Cluster 5,005601 3,005601,Precinct 3,,395521,137007,38.9009047255,-77.0516354334,940107903,
396412,137579,19013576,2019/01/24 18:17:38+00,2019/01/24 15:51:18+00,2019/01/24 16:35:41+00,1200 - 1219 BLOCK OF CONNECTICUT AVENUE NW,THEFT/OTHER,OTHERS,DAY,2,2B,2,208,Cluster 6,010700 2,010700,Precinct 17,GOLDEN TRIANGLE,396412,137579,38.9060615912,-77.0413666724,940107904,
397563,136543,19222749,2019/12/14 23:08:21+00,2019/12/14 21:47:12+00,2019/12/14 22:30:06+00,500 - 599 BLOCK OF 12TH STREET NW,THEFT/OTHER,OTHERS,EVENING,2,2C,2,209,Cluster 8,005802 1,005802,Precinct 129,DOWNTOWN,397563,136543,38.8967328794,-77.0280929197,940107905,
397329,138713,19222763,2019/12/15 00:40:39+00,2019/12/14 22:29:25+00,2019/12/14 23:50:58+00,1300 - 1399 BLOCK OF WALLACH PLACE NW,THEFT F/AUTO,OTHERS,EVENING,1,1B,3,305,Cluster 3,004402 1,004402,Precinct 22,,397329,138713,38.9162803134,-77.0307988327,940107906,
405043,133408,19223044,2019/12/15 08:57:00+00,2019/12/15 05:20:17+00,2019/12/15 08:57:07+00,4200 - 4248 BLOCK OF FORT DUPONT TERRACE SE,MOTOR VEHICLE THEFT,GUN,MIDNIGHT,7,7E,6,605,Cluster 34,009902 1,009902,Precinct 110,,405043,133408,38.8684805079,-76.9418889961,940107907,
398098,136808,19223840,2019/12/16 22:08:29+00,2019/12/16 20:16:54+00,2019/12/16 20:18:38+00,700 - 799 BLOCK OF 7TH STREET NW,THEFT/OTHER,OTHERS,EVENING,2,2C,1,101,Cluster 8,005801 2,005801,Precinct 129,DOWNTOWN,398098,136808,38.8991214156,-77.0219263529,940107908,
402296,133276,19223871,2019/12/17 02:47:29+00,2019/12/15 14:00:03+00,2019/12/16 22:00:35+00,1805 - 1911 BLOCK OF 23RD STREET SE,THEFT F/AUTO,OTHERS,EVENING,8,8A,6,607,Cluster 34,007605 4,007605,Precinct 112,,402296,133276,38.8673028601,-76.9735433956,940107909,
398596,136988,19223983,2019/12/17 02:08:47+00,2019/12/17 01:02:26+00,2019/12/17 01:54:39+00,810 - 899 BLOCK OF 4TH STREET NW,THEFT/OTHER,OTHERS,EVENING,6,6E,1,101,Cluster 8,004702 2,004702,Precinct 1,MOUNT VERNON TRIANGLE CID,398596,136988,38.9007438566,-77.0161857516,940107910,
394040,142044,19224073,2019/12/17 04:33:09+00,2019/12/17 02:00:33+00,,3500 - 3599 BLOCK OF YUMA STREET NW,BURGLARY,OTHERS,MIDNIGHT,3,3F,2,203,Cluster 12,001200 3,001200,Precinct 33,,394040,142044,38.9462708236,-77.068752632,940107911,
396217.890000001,138008.23,19224154,2019/12/17 08:59:50+00,2019/12/17 08:29:50+00,2019/12/17 08:59:58+00,1300 - 1699 BLOCK OF CONNECTICUT AVENUE NW,THEFT/OTHER,OTHERS,MIDNIGHT,2,2B,2,208,Cluster 6,004202 1,004202,Precinct 14,DUPONT CIRCLE,396217.89,138008.23,38.9099274291,-77.0436069637,940107912,
400834,130288,19224624,2019/12/18 00:33:30+00,2019/12/17 19:41:37+00,2019/12/17 19:45:42+00,1100 - 1199 BLOCK OF TRENTON PLACE SE,THEFT/OTHER,OTHERS,EVENING,8,8C,7,705,Cluster 39,007304 2,007304,Precinct 120,,400834,130288,38.8403882734,-76.9903935149,940107913,
398053,136476,19224735,2019/12/18 03:26:40+00,2019/12/18 00:20:00+00,2019/12/18 00:25:18+00,700 - 799 BLOCK OF E STREET NW,THEFT F/AUTO,OTHERS,EVENING,2,2C,1,102,Cluster 8,005802 4,005802,Precinct 143,DOWNTOWN,398053,136476,38.8961305409,-77.0224441742,940107914,
399848,128205,19225456,2019/12/19 09:00:15+00,2019/12/19 08:15:05+00,2019/12/19 08:30:37+00,4600 - 4799 BLOCK OF SOUTH CAPITOL STREET,THEFT/OTHER,OTHERS,MIDNIGHT,8,8D,7,708,Cluster 39,010900 2,010900,Precinct 125,,399848,128205,38.8216240267,-77.0017503622,940107915,
396524,138141,19138669,2019/08/07 04:05:15+00,2019/08/07 02:49:45+00,2019/08/07 03:49:50+00,1700 - 1799 BLOCK OF Q STREET NW,THEFT F/AUTO,OTHERS,MIDNIGHT,2,2B,2,208,Cluster 6,005303 2,005303,Precinct 15,,396524,138141,38.9111247303,-77.0400782499,940107916,
397162,140763,19138858,2019/08/07 14:57:37+00,2019/06/07 13:30:54+00,2019/08/07 15:00:28+00,3500 - 3505 BLOCK OF 14TH STREET NW,THEFT/OTHER,OTHERS,DAY,1,1A,4,408,Cluster 2,002801 2,002801,Precinct 41,,397162,140763,38.9347468373,-77.0327329561,940107917,
398046,141681,19139855,2019/08/08 22:53:20+00,2019/08/08 19:23:53+00,2019/08/08 19:28:20+00,700  - 799 BLOCK OF VARNUM STREET NW,THEFT/OTHER,OTHERS,EVENING,4,4C,4,407,Cluster 18,002400 2,002400,Precinct 46,,398046,141681,38.9430188613,-77.0225396818,940107918,
397769,144596,19140307,2019/08/09 18:37:41+00,2019/08/09 17:40:22+00,2019/08/09 17:44:56+00,6500  - 6599 BLOCK OF PINEY BRANCH ROAD NW,THEFT F/AUTO,OTHERS,DAY,4,4B,4,402,Cluster 17,001901 4,001901,Precinct 59,,397769,144596,38.9692772885,-77.0257444006,940107919,
395540,137133,19140479,2019/08/09 22:04:22+00,2019/08/04 23:45:20+00,2019/08/05 01:30:00+00,900 - 1010 BLOCK OF 24TH STREET NW,THEFT/OTHER,OTHERS,EVENING,2,2A,2,207,Cluster 5,005601 3,005601,Precinct 3,,395540,137133,38.9020398748,-77.0514172131,940107920,
397497,137053,19140549,2019/08/10 04:11:57+00,2019/08/07 17:30:27+00,2019/08/09 23:55:50+00,1200 - 1299 BLOCK OF I STREET NW,THEFT/OTHER,OTHERS,MIDNIGHT,2,2C,2,209,Cluster 8,010100 2,010100,Precinct 129,DOWNTOWN,397497,137053,38.9013269574,-77.0288556039,940107921,
396547,137583,19140820,2019/08/10 08:11:54+00,2019/08/10 07:41:51+00,,1700 - 1799 BLOCK OF RHODE ISLAND AVENUE NW,THEFT F/AUTO,OTHERS,MIDNIGHT,2,2B,2,208,Cluster 6,010700 2,010700,Precinct 17,GOLDEN TRIANGLE,396547,137583,38.9060981653,-77.0398102544,940107922,
397833,138551,19140926,2019/08/10 17:30:07+00,2019/08/10 05:00:24+00,2019/08/10 07:10:27+00,900 - 999 BLOCK OF WESTMINSTER STREET NW,THEFT F/AUTO,OTHERS,DAY,1,1B,3,305,Cluster 3,004402 2,004402,Precinct 137,,397833,138551,38.9148223507,-77.0249867861,940107923,
400436,140224,19141110,2019/08/10 21:58:47+00,2019/08/10 16:30:14+00,2019/08/10 18:00:26+00,3200 - 3299 BLOCK OF 8TH STREET NE,THEFT F/AUTO,OTHERS,EVENING,5,5E,5,502,Cluster 21,009201 1,009201,Precinct 74,,400436,140224,38.9298958363,-76.9949716005,940107924,
399046,138139,19142091,2019/08/12 13:38:37+00,2019/08/12 02:00:38+00,2019/08/12 12:40:59+00,1 - 99 BLOCK OF Q STREET NW,THEFT/OTHER,OTHERS,DAY,5,5E,3,308,Cluster 21,004600 1,004600,Precinct 19,,399046,138139,38.9111130696,-77.0109996096,940107925,
406683,137294,19142240,2019/08/12 19:45:42+00,2019/08/12 16:19:13+00,2019/08/12 17:36:01+00,934 - 1099 BLOCK OF EASTERN AVENUE NE,THEFT/OTHER,OTHERS,EVENING,7,7C,6,608,Cluster 31,007807 2,007807,Precinct 95,,406683,137294,38.9034761291,-76.9229533236,940107926,
401276,138113,19144021,2019/08/15 10:22:07+00,2019/08/15 09:30:49+00,2019/08/15 10:24:37+00,1800 - 1899 BLOCK OF WEST VIRGINIA AVENUE NE,ROBBERY,OTHERS,MIDNIGHT,5,5C,5,506,Cluster 23,008804 2,008804,Precinct 76,,401276,138113,38.9108784442,-76.9852877823,940107927,
399823,137425,19144546,2019/08/16 01:52:38+00,2019/08/15 23:51:46+00,2019/08/16 01:52:33+00,1100 - 1199 BLOCK OF 3RD STREET NE,ROBBERY,OTHERS,EVENING,6,6C,5,501,Cluster 25,010602 4,010602,Precinct 144,NOMA,399823,137425,38.9046816107,-77.0020406241,940107928,
397603,144181,19144880,2019/08/16 17:31:06+00,2019/08/16 16:42:08+00,,6200  - 6299 BLOCK OF GEORGIA AVENUE NW,THEFT/OTHER,OTHERS,DAY,4,4B,4,402,Cluster 17,001901 3,001901,Precinct 59,,397603,144181,38.9655384302,-77.0276584899,940107929,
400889,136018,19144959,2019/08/17 10:56:20+00,2019/07/27 02:02:09+00,2019/07/27 02:03:03+00,1200 - 1228 BLOCK OF CONSTITUTION AVENUE NE,THEFT/OTHER,OTHERS,MIDNIGHT,6,6A,1,108,Cluster 26,008002 2,008002,Precinct 86,,400889,136018,38.892006415,-76.9897525848,940107930,
402312,131041,19144984,2019/08/16 21:01:18+00,2019/08/16 19:15:51+00,2019/08/16 20:41:19+00,2100 - 2199 BLOCK OF SAVANNAH STREET SE,ASSAULT W/DANGEROUS WEAPON,GUN,EVENING,8,8E,7,704,Cluster 38,007403 2,007403,Precinct 116,,402312,131041,38.8471689894,-76.9733665426,940107931,
402081,139209,19142700,2019/08/13 12:55:36+00,2019/08/12 17:00:11+00,2019/08/13 10:30:38+00,2300 - 2399 BLOCK OF LAWRENCE AVENUE NE,THEFT/OTHER,OTHERS,DAY,5,5C,5,505,Cluster 22,011100 3,011100,Precinct 72,,402081,139209,38.920750039,-76.9760028501,940107932,
397162,141494,19142781,2019/08/13 15:21:56+00,2019/08/13 04:01:24+00,2019/08/13 14:00:19+00,4100  - 4199 BLOCK OF 14TH STREET NW,THEFT F/AUTO,OTHERS,DAY,4,4C,4,404,Cluster 18,002504 2,002504,Precinct 47,,397162,141494,38.9413319006,-77.0327359796,940107933,
401521,136902,19143223,2019/08/14 03:28:58+00,2019/08/14 00:57:22+00,2019/08/14 01:07:16+00,1500 - 1599 BLOCK OF BENNING ROAD NE,ASSAULT W/DANGEROUS WEAPON,GUN,MIDNIGHT,7,6A,5,507,Cluster 25,007901 4,007901,Precinct 81,,401521,136902,38.8999689431,-76.9824656262,940107934,
397171,137408,19143268,2019/08/14 06:34:56+00,2019/08/14 05:48:52+00,,1100 - 1199 BLOCK OF VERMONT AVENUE NW,THEFT/OTHER,OTHERS,MIDNIGHT,2,2F,2,207,Cluster 8,010100 3,010100,Precinct 17,DOWNTOWN,397171,137408,38.904523934,-77.0326153266,940107935,
401560,137150,19143494,2019/08/14 18:14:56+00,2019/08/14 17:01:55+00,2019/08/14 17:17:15+00,900 - 999 BLOCK OF BLADENSBURG ROAD NE,THEFT/OTHER,OTHERS,DAY,5,5D,5,506,Cluster 23,008802 2,008802,Precinct 77,,401560,137150,38.9022029472,-76.9820154637,940107936,
397633,144615,19143523,2019/08/14 18:41:51+00,2019/08/14 17:49:15+00,2019/08/14 17:59:12+00,6500  - 6599 BLOCK OF GEORGIA AVENUE NW,THEFT/OTHER,OTHERS,DAY,4,4A,4,402,Cluster 17,001804 2,001804,Precinct 61,,397633,144615,38.969448089,-77.0273138245,940107937,
406505,135193,19143529,2019/08/14 19:01:15+00,2019/08/14 17:10:43+00,2019/08/14 17:30:39+00,5300 - 5399 BLOCK OF C STREET SE,ROBBERY,GUN,EVENING,7,7E,6,604,Cluster 33,009905 1,009905,Precinct 105,,406505,135193,38.8845508896,-76.9250253346,940107938,
401623,137366,19143537,2019/08/14 18:51:19+00,2019/08/14 18:30:13+00,,1600 - 1699 BLOCK OF LEVIS STREET NE,THEFT F/AUTO,OTHERS,DAY,5,5D,5,506,Cluster 23,008804 2,008804,Precinct 78,,401623,137366,38.9041486374,-76.9812886547,940107939,
401102,140208,19143553,2019/08/14 20:27:21+00,2019/08/06 23:00:41+00,2019/08/07 11:00:48+00,1300 - 1399 BLOCK OF JACKSON STREET NE,THEFT/OTHER,OTHERS,EVENING,5,5B,5,504,Cluster 22,009301 4,009301,Precinct 73,,401102,140208,38.9297511205,-76.9872906308,940107940,
405478,134210,19144079,2019/08/15 14:11:14+00,2019/08/15 00:00:45+00,2019/08/15 12:30:38+00,4421 - 4499 BLOCK OF ALABAMA AVENUE SE,BURGLARY,OTHERS,DAY,7,7E,6,605,Cluster 33,007707 1,007707,Precinct 106,,405478,134210,38.8757026428,-76.9368700573,940107941,
394964.329999998,140772.690000001,19144124,2019/08/15 15:01:04+00,2019/08/15 14:17:42+00,2019/08/15 14:21:41+00,3319 - 3499 BLOCK OF CONNECTICUT AVENUE NW,THEFT/OTHER,OTHERS,DAY,3,3C,2,203,Cluster 15,001304 1,001304,Precinct 34,,394964.33,140772.69,38.9348242806,-77.0580805327,940107942,
401876,138960,19144871,2019/08/16 17:21:35+00,2019/08/16 16:25:59+00,2019/08/16 16:27:09+00,1840 - 1897 BLOCK OF MONTANA AVENUE NE,ASSAULT W/DANGEROUS WEAPON,KNIFE,DAY,5,5C,5,505,Cluster 22,011100 3,011100,Precinct 72,,401876,138960,38.9185074274,-76.9783674976,940107943,
398058,139487,19145367,2019/08/17 06:29:48+00,2019/08/17 03:45:21+00,2019/08/17 05:50:06+00,2400 - 2599 BLOCK OF GEORGIA AVENUE NW,THEFT/OTHER,OTHERS,MIDNIGHT,1,1B,3,304,Cluster 2,003500 3,003500,Precinct 37,,398058,139487,38.9232546707,-77.0223950514,940107944,
399211,133997,20400011,2019/12/30 15:51:36+00,2019/12/30 02:19:00+00,2019/12/30 02:50:00+00,1300 - 1399 BLOCK OF SOUTH CAPITOL STREET,THEFT F/AUTO,OTHERS,DAY,6,6D,1,105,Cluster 9,006400 1,006400,Precinct 127,,399211,133997,38.8738005632,-77.0090924048,940107964,
398010,137782,19007150,2019/01/13 00:13:47+00,2019/01/12 23:43:59+00,,1300 - 1399 BLOCK OF 8TH STREET NW,THEFT F/AUTO,OTHERS,EVENING,2,6E,3,307,Cluster 7,004902 1,004902,Precinct 18,,398010,137782,38.9078953561,-77.0229436434,940108016,
398576,134292,19007151,2019/01/13 01:14:57+00,2019/01/12 23:17:42+00,2019/01/13 00:39:56+00,200 - 399 BLOCK OF M STREET SW,THEFT/OTHER,OTHERS,EVENING,6,6D,1,105,Cluster 9,011001 2,011001,Precinct 127,,398576,134292,38.8764572414,-77.0164107306,940108017,
401897,135367,19007464,2019/01/13 18:49:52+00,2019/01/12 21:00:02+00,2019/01/13 17:00:09+00,1800 - 1899 BLOCK OF BURKE STREET SE,THEFT F/AUTO,OTHERS,DAY,7,6B,1,107,Cluster 26,006801 1,006801,Precinct 87,,401897,135367,38.8861403652,-76.9781352661,940108018,
404579,137347,19007981,2019/01/14 23:43:35+00,2019/01/14 22:07:02+00,2019/01/14 23:43:51+00,3500 - 3899 BLOCK OF JAY STREET NE,ROBBERY,OTHERS,EVENING,7,7D,6,601,Cluster 30,009602 2,009602,Precinct 100,,404579,137347,38.9039670503,-76.9472094663,940108019,
397700,136611,19008645,2019/01/16 03:00:08+00,2019/01/16 01:00:15+00,2019/01/16 02:00:03+00,1000 - 1099 BLOCK OF F STREET NW,THEFT F/AUTO,OTHERS,EVENING,2,2C,2,209,Cluster 8,005802 5,005802,Precinct 129,DOWNTOWN,397700,136611,38.8973458172,-77.0265138574,940108020,
394146,140412,19009023,2019/01/16 21:38:19+00,2019/01/16 20:50:26+00,2019/01/16 20:55:59+00,3400 - 3499 BLOCK OF WOODLEY ROAD NW,THEFT F/AUTO,OTHERS,EVENING,3,3C,2,204,Cluster 15,000400 1,000400,Precinct 12,,394146,140412,38.9315700053,-77.0675159271,940108021,
398122,139889,19009037,2019/01/16 22:03:43+00,2019/01/16 20:00:04+00,2019/01/16 21:00:09+00,500 - 699 BLOCK OF GRESHAM PLACE NW,THEFT F/AUTO,OTHERS,EVENING,1,1B,3,306,Cluster 2,003400 4,003400,Precinct 37,,398122,139889,38.9268761532,-77.0216581063,940108022,
396167.899999999,137186.59,19009484,2019/01/17 17:06:52+00,2019/01/15 18:15:25+00,2019/01/17 15:30:07+00,1900 - 1999 BLOCK OF K STREET NW,THEFT/OTHER,OTHERS,DAY,2,2B,2,207,Cluster 6,010700 1,010700,Precinct 17,GOLDEN TRIANGLE,396167.9,137186.59,38.902525594,-77.0441787536,940108023,
400332,136741,19009773,2019/01/18 06:16:08+00,2019/01/18 01:38:45+00,2019/01/18 02:03:33+00,625 - 699 BLOCK OF 7TH STREET NE,THEFT F/AUTO,OTHERS,MIDNIGHT,6,6C,1,104,Cluster 25,008302 2,008302,Precinct 84,,400332,136741,38.8985198504,-76.9961727194,940108024,
394411,137777,19010163,2019/01/18 19:50:48+00,2019/01/14 07:46:11+00,2019/01/14 07:47:21+00,3200 - 3247 BLOCK OF O STREET NW,THEFT/OTHER,OTHERS,DAY,2,2E,2,206,Cluster 4,000202 3,000202,Precinct 6,GEORGETOWN,394411,137777,38.9078347976,-77.0644381525,940108025,
403074,131528,19010344,2019/01/19 00:32:52+00,2019/01/18 22:44:31+00,2019/01/19 00:33:01+00,3000 - 3099 BLOCK OF 30TH STREET SE,ASSAULT W/DANGEROUS WEAPON,OTHERS,EVENING,8,8B,7,702,Cluster 36,007502 3,007502,Precinct 115,,403074,131528,38.851553765,-76.964586385,940108026,
395292,137346,19011313,2019/01/20 20:24:09+00,2019/01/20 16:00:57+00,2019/01/20 19:00:54+00,2505 - 2599 BLOCK OF PENNSYLVANIA AVENUE NW,THEFT F/AUTO,OTHERS,EVENING,2,2A,2,207,Cluster 5,005503 1,005503,Precinct 4,,395292,137346,38.9039573604,-77.0542777462,940108027,
397719,137315,19011338,2019/01/20 20:38:18+00,2019/01/20 19:49:35+00,2019/01/20 20:13:12+00,1000 - 1059 BLOCK OF MASSACHUSETTS AVENUE NW,THEFT/OTHER,OTHERS,EVENING,2,2C,2,209,Cluster 8,010100 2,010100,Precinct 129,DOWNTOWN,397719,137315,38.9036877502,-77.0262971677,940108028,
400240,130832,19019153,2019/02/03 02:02:07+00,2019/02/02 20:29:42+00,2019/02/02 21:11:25+00,2918 - 2999 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,THEFT/OTHER,OTHERS,EVENING,8,8C,7,707,Cluster 39,010400 3,010400,Precinct 123,,400240,130832,38.8452892307,-76.9972353541,940108029,
397967,138778,19019509,2019/02/03 08:41:19+00,2019/02/03 07:50:23+00,,800 - 899 BLOCK OF FLORIDA AVENUE NW,ROBBERY,OTHERS,MIDNIGHT,1,1B,3,305,Cluster 3,003500 3,003500,Precinct 37,,397967,138778,38.9168675623,-77.0234423594,940108030,
407370,136522,19019547,2019/02/03 05:00:00+00,2019/02/03 07:48:56+00,2019/02/03 12:19:42+00,500 - 599 BLOCK OF 60TH STREET NE,HOMICIDE,GUN,MIDNIGHT,7,7C,6,608,Cluster 31,007807 1,007807,Precinct 95,,407370,136522,38.8965161877,-76.9150413557,940108031,
398312,138595,19019690,2019/02/03 20:11:02+00,2019/02/03 19:00:57+00,2019/02/03 19:15:49+00,500 - 599 BLOCK OF FLORIDA AVENUE NW,ASSAULT W/DANGEROUS WEAPON,GUN,EVENING,1,1B,3,306,Cluster 3,003400 3,003400,Precinct 37,,398312,138595,38.9152197679,-77.0194637424,940108032,
397281,140197,19020743,2019/02/05 15:45:29+00,2019/02/05 06:30:58+00,2019/02/05 12:00:31+00,1300 - 1399 BLOCK OF KENYON STREET NW,BURGLARY,OTHERS,DAY,1,1A,3,302,Cluster 2,003000 1,003000,Precinct 39,,397281,140197,38.9296485132,-77.0313581902,940108033,
398099,136943,19021183,2019/02/06 03:21:27+00,2019/02/06 01:34:30+00,2019/02/06 01:50:43+00,800 - 899 BLOCK OF 7TH STREET NW,ASSAULT W/DANGEROUS WEAPON,OTHERS,EVENING,2,2C,1,101,Cluster 8,005801 2,005801,Precinct 129,DOWNTOWN,398099,136943,38.9003375462,-77.0219151985,940108034,
393016,142500,19021438,2019/02/06 16:56:10+00,2018/07/19 04:01:23+00,2018/10/17 03:59:02+00,4600 - 4699 BLOCK OF WISCONSIN AVENUE NW,THEFT/OTHER,OTHERS,DAY,3,3E,2,202,Cluster 11,001004 2,001004,Precinct 31,,393016,142500,38.9503710524,-77.0805698017,940108035,
397174,140033,19021754,2019/02/07 04:30:40+00,2019/02/06 23:58:51+00,2019/02/07 00:05:55+00,3000 - 3099 BLOCK OF 14TH STREET NW,THEFT/OTHER,OTHERS,MIDNIGHT,1,1A,3,302,Cluster 2,003000 2,003000,Precinct 39,,397174,140033,38.9281708128,-77.0325915444,940108036,
401972,136400,19021775,2019/02/07 02:44:40+00,2019/02/07 00:12:39+00,2019/02/07 00:46:06+00,400 - 499 BLOCK OF 19TH STREET NE,THEFT/OTHER,OTHERS,EVENING,7,6A,5,507,Cluster 25,007901 2,007901,Precinct 81,,401972,136400,38.8954458494,-76.9772678548,940108037,
396312,137622,19022340,2019/02/08 01:34:25+00,2019/02/07 15:00:48+00,2019/02/07 23:04:28+00,1800 - 1899 BLOCK OF JEFFERSON PLACE NW,THEFT F/AUTO,OTHERS,EVENING,2,2B,2,208,Cluster 6,010700 2,010700,Precinct 17,GOLDEN TRIANGLE,396312,137622,38.9064485362,-77.0425198204,940108038,
397765,141576,19022434,2019/02/08 01:04:25+00,2019/02/08 00:38:22+00,,4200  - 4205 BLOCK OF KANSAS AVENUE NW,THEFT/OTHER,OTHERS,EVENING,4,4C,4,404,Cluster 18,002501 1,002501,Precinct 48,,397765,141576,38.9420723212,-77.0257807166,940108039,
399210.549999997,134299.539999999,19022628,2019/02/08 06:23:45+00,2019/02/08 05:45:10+00,2019/02/08 05:56:53+00,1000 - 1299 BLOCK OF SOUTH CAPITOL STREET,THEFT/OTHER,OTHERS,MIDNIGHT,6,6D,1,105,Cluster 9,010500 5,010500,Precinct 128,SOUTHWEST,399210.55,134299.54,38.8765259634,-77.009097938,940108040,
