city,datetime,latitude,longitude,crime_category,hour,month,weekday
DC,2023-05-05 14:26:45,38.9494523501,-76.9881869411,property,14,5,4
DC,2023-05-07 03:28:18,38.9140840859,-77.0229456343,property,3,5,6
DC,2023-05-08 06:53:04,38.9305610138,-76.9809933953,property,6,5,0
DC,2023-05-08 05:16:35,38.916992466,-77.0288619423,property,5,5,0
DC,2023-05-10 00:34:09,38.9002003359,-77.0311031522,property,0,5,2
DC,2023-05-10 11:23:00,38.9009047255,-77.0516354334,property,11,5,2
DC,2023-08-04 15:02:28,38.9348242806,-77.0580805327,property,15,8,4
DC,2023-07-30 16:47:33,38.8947777399,-76.9794333649,property,16,7,6
DC,2023-07-31 00:18:16,38.9118638266,-77.027037187,property,0,7,0
DC,2023-07-31 04:12:22,38.9061144086,-76.9805470432,property,4,7,0
DC,2023-07-31 14:49:53,38.8876037616,-76.9732973908,property,14,7,0
DC,2023-07-31 13:07:12,38.9062533918,-76.9877314286,property,13,7,0
DC,2023-07-31 20:19:05,38.9553618526,-77.0700218345,property,20,7,0
DC,2023-08-04 22:03:12,38.9051510928,-77.0639958956,property,22,8,4
DC,2023-07-31 23:43:22,38.8632496003,-76.9473879055,violent,23,7,0
DC,2023-08-01 20:22:03,38.904446516,-77.053295048,property,20,8,1
DC,2023-08-02 01:55:21,38.9227232571,-76.9557586853,violent,1,8,2
DC,2023-08-02 14:40:27,38.9117675751,-77.002035177,property,14,8,2
DC,2023-08-04 00:19:07,38.908700341,-77.03554391,property,0,8,4
DC,2023-10-31 23:46:01,38.9025976649,-76.9857244648,property,23,10,1
DC,2023-11-01 16:54:56,38.9694518736,-77.027308864,property,16,11,2
DC,2023-11-02 03:31:14,38.9257475048,-77.0283754761,property,3,11,3
DC,2023-11-02 12:51:01,38.9636672514,-77.0308411183,property,12,11,3
DC,2023-11-03 01:53:22,38.9294878847,-77.0188166015,violent,1,11,4
DC,2023-11-03 17:01:47,38.8828390269,-76.9869086226,property,17,11,4
DC,2023-11-03 22:48:03,38.9161409594,-77.0229427215,property,22,11,4
DC,2023-11-04 05:49:02,38.8763914128,-76.9597057915,violent,5,11,5
DC,2023-11-04 06:48:11,38.876480906,-76.9326213063,property,6,11,5
DC,2023-11-04 22:26:30,38.916998906,-77.0275601016,property,22,11,5
DC,2023-11-06 03:36:28,38.9432549507,-77.0147423156,property,3,11,0
DC,2023-11-06 01:41:54,38.8757058815,-76.9368619874,violent,1,11,0
DC,2023-11-06 17:33:25,38.9008737835,-77.0234624657,property,17,11,0
DC,2023-07-10 14:28:57,38.9210808046,-76.9865633789,property,14,7,0
DC,2023-07-10 19:34:27,38.9699261759,-77.0315323892,property,19,7,0
DC,2023-07-11 10:39:46,38.9144696197,-76.9885168587,violent,10,7,1
DC,2023-07-12 06:35:13,38.8330168973,-77.0045078189,property,6,7,2
DC,2023-07-12 17:23:49,38.8868501563,-76.9781287234,property,17,7,2
DC,2023-07-13 15:42:35,38.8658699384,-76.9457764548,property,15,7,3
DC,2023-07-13 16:59:35,38.9644508729,-77.0753099146,property,16,7,3
DC,2023-07-14 04:10:53,38.901318318,-76.9892769685,property,4,7,4
DC,2023-08-15 15:02:47,38.8812721241,-77.0013094294,property,15,8,1
DC,2023-08-27 16:52:33,38.8812630465,-76.9814856286,property,16,8,6
DC,2023-09-19 20:02:43,38.8989077821,-76.9973076318,property,20,9,1
DC,2023-09-22 16:02:11,38.8689016764,-76.9798874601,property,16,9,4
DC,2023-10-05 21:09:05,38.9224915044,-77.042949606,property,21,10,3
DC,2023-10-06 21:22:37,38.8995495811,-77.0144073834,property,21,10,4
DC,2023-10-07 11:42:18,38.8898056375,-76.997309589,property,11,10,5
DC,2023-10-07 12:02:07,38.886923229,-76.9845587987,property,12,10,5
DC,2023-10-21 20:22:14,38.9653773161,-77.0716714496,property,20,10,5
DC,2023-11-03 18:42:33,38.9224291118,-77.030857533,property,18,11,4
DC,2023-11-07 15:02:20,38.9010110345,-77.045776453,property,15,11,1
DC,2023-11-08 16:02:27,38.9348356321,-77.021612082,property,16,11,2
DC,2023-11-09 17:42:29,38.8927918028,-76.9926493295,property,17,11,3
DC,2023-11-22 14:21:16,38.9271894953,-77.029707026,property,14,11,2
DC,2023-11-28 22:21:23,38.9197047437,-77.0121493447,property,22,11,1
DC,2023-11-29 12:01:27,38.933890761,-77.0229784205,property,12,11,2
DC,2023-11-29 15:01:10,38.9656903482,-77.0090408953,property,15,11,2
DC,2023-12-09 22:00:40,38.9006601268,-76.9351725389,property,22,12,5
DC,2023-12-09 13:50:57,38.9462725314,-76.9914423743,property,13,12,5
DC,2023-12-11 03:13:34,38.8741198069,-76.972066947,property,3,12,0
DC,2023-12-12 01:47:50,38.8973329774,-76.9955674603,property,1,12,1
DC,2023-12-12 05:54:36,38.9285844491,-76.977181635,property,5,12,1
DC,2023-12-12 06:42:57,38.9524071333,-77.009007023,violent,6,12,1
DC,2023-12-12 17:06:12,38.9137140712,-77.0141264813,property,17,12,1
DC,2023-12-14 01:18:53,38.885351883,-76.9814907355,violent,1,12,3
DC,2023-12-17 14:50:16,38.9170103743,-77.0218947232,property,14,12,6
DC,2023-12-17 17:56:41,38.9348242806,-77.0580805327,property,17,12,6
DC,2023-12-18 15:08:32,38.9295168861,-77.0327298633,property,15,12,0
DC,2023-12-19 00:49:31,38.9239749584,-77.0005704914,property,0,12,1
DC,2023-12-21 13:46:46,38.9264688219,-77.038392523,property,13,12,3
DC,2023-12-22 22:02:35,38.969279362,-77.025737247,property,22,12,4
DC,2023-12-24 17:37:55,38.9196841082,-77.0477025323,property,17,12,6
DC,2023-12-26 18:08:35,38.8551608246,-76.9806327237,property,18,12,1
DC,2023-12-27 04:08:12,38.9323640917,-76.996990814,property,4,12,2
DC,2023-12-27 15:54:23,38.8983483756,-76.9265671039,property,15,12,2
DC,2023-12-27 20:43:47,38.9128423877,-77.0204617302,property,20,12,2
DC,2023-12-28 19:51:09,38.958329325,-77.0013995142,property,19,12,3
DC,2023-12-29 18:26:28,38.923682323,-77.0212847673,property,18,12,4
DC,2023-12-29 17:19:17,38.8452974283,-76.9972332803,property,17,12,4
DC,2023-12-29 19:30:40,38.9448686362,-77.0639158491,property,19,12,4
DC,2023-09-07 18:04:28,38.9612590597,-77.0280102109,property,18,9,3
DC,2023-09-08 00:56:30,38.9152318935,-77.0674946949,property,0,9,4
DC,2023-09-08 16:53:56,38.9130221422,-76.9759548322,property,16,9,4
DC,2023-09-09 21:06:18,38.8983125792,-77.0249480334,property,21,9,5
DC,2023-09-10 03:24:09,38.9009053589,-77.0516290932,property,3,9,6
DC,2023-09-12 01:12:04,38.8973478904,-77.0265085554,property,1,9,1
DC,2023-09-12 02:37:37,38.8411360058,-77.000573219,violent,2,9,1
DC,2023-09-12 17:51:02,38.9188948749,-77.0470696307,property,17,9,1
DC,2023-09-12 17:19:32,38.9196529458,-76.9995196031,property,17,9,1
DC,2023-09-12 19:29:55,38.9050559114,-77.0682289179,property,19,9,1
DC,2023-09-13 16:31:27,38.8743343032,-77.0005367901,property,16,9,2
DC,2023-10-15 14:37:44,38.9140926905,-77.032602868,property,14,10,6
DC,2023-10-16 01:50:10,38.8947840604,-76.9955649674,violent,1,10,0
DC,2023-10-16 17:13:59,38.9196974243,-76.9705258,property,17,10,0
DC,2023-10-16 20:37:45,38.8755588474,-77.0074620773,property,20,10,0
DC,2023-10-17 00:28:50,38.9485046276,-77.0184721946,property,0,10,1
DC,2023-10-18 08:43:49,38.82998916,-77.0036011011,property,8,10,2
DC,2023-10-18 11:33:08,38.8832342313,-77.0047051194,property,11,10,2
DC,2023-10-18 18:43:14,38.8594775631,-76.9676370731,property,18,10,2
DC,2023-07-16 02:00:53,38.880275773,-76.9949765956,property,2,7,6
DC,2023-07-18 02:02:36,38.8764799099,-77.0000496478,property,2,7,1
DC,2023-07-16 18:03:07,38.8884712169,-76.9199558521,property,18,7,6
DC,2023-07-16 22:57:44,38.9199224333,-77.0288280726,property,22,7,6
DC,2023-07-18 03:48:17,38.9170103743,-77.0218947232,property,3,7,1
DC,2023-07-18 15:01:41,38.9215847053,-76.9937555941,property,15,7,1
DC,2023-07-19 18:59:59,38.9078254892,-77.0035141787,property,18,7,2
DC,2023-07-20 02:08:17,38.8984847701,-76.9503348985,property,2,7,3
DC,2023-07-20 03:40:53,38.909106257,-77.0189259447,property,3,7,3
DC,2023-07-21 08:16:23,38.9196841082,-77.0477025323,violent,8,7,4
DC,2023-07-22 08:05:12,38.9556982876,-77.0008017201,property,8,7,5
DC,2023-07-21 11:21:12,38.9078656424,-76.931662208,violent,11,7,4
DC,2023-07-21 12:43:06,38.9037338029,-77.0175499408,property,12,7,4
DC,2023-07-21 04:00:00,38.8810854334,-76.9355348796,violent,4,7,4
DC,2023-07-22 09:44:15,38.8689186523,-76.9594761766,violent,9,7,5
DC,2023-07-22 15:19:00,38.9056459446,-77.0025500075,property,15,7,5
DC,2023-07-29 00:28:07,38.8779673826,-77.005877691,property,0,7,5
DC,2023-07-23 20:23:45,38.9060012859,-77.0640236367,property,20,7,6
DC,2023-07-31 06:14:37,38.8972074748,-76.9733789724,property,6,7,0
DC,2023-08-01 22:33:30,38.9237649373,-77.0309270726,property,22,8,1
DC,2023-08-02 15:28:15,38.9448686362,-77.0639158491,property,15,8,2
DC,2023-08-03 04:11:48,38.9466390654,-76.9801969496,property,4,8,3
DC,2023-08-08 17:52:37,38.8886767781,-76.9973137835,property,17,8,1
DC,2023-08-06 18:19:56,38.9215847053,-76.9937555941,property,18,8,6
DC,2023-08-06 21:49:20,38.9019253646,-77.0336378697,violent,21,8,6
DC,2023-08-06 21:09:05,38.907539879,-77.001404167,property,21,8,6
DC,2023-08-07 14:59:50,38.8706295295,-76.9442411414,property,14,8,0
DC,2023-08-07 23:46:34,38.9010110345,-77.045776453,property,23,8,0
DC,2023-08-08 14:36:05,38.8897508307,-76.9200487035,property,14,8,1
DC,2023-08-09 14:12:06,38.8818512904,-76.9462189743,property,14,8,2
DC,2023-05-06 00:46:25,38.8857135514,-76.925934658,violent,0,5,5
DC,2023-05-06 03:11:26,38.8340917117,-77.0033285724,violent,3,5,5
DC,2023-05-06 07:38:49,38.9019283649,-77.0365453602,property,7,5,5
DC,2023-05-06 15:41:35,38.8775808838,-76.9290086361,property,15,5,5
DC,2023-05-06 16:38:04,38.9164722705,-76.9827267784,property,16,5,5
DC,2023-05-06 23:51:53,38.855860372,-76.9665428294,property,23,5,5
DC,2023-05-07 16:10:28,38.899095603,-76.985947311,property,16,5,6
DC,2023-05-07 23:37:07,38.8990544717,-76.9408957346,violent,23,5,6
DC,2023-05-08 18:49:49,38.8554992526,-76.9639162092,property,18,5,0
DC,2023-05-09 04:29:45,38.8336498975,-76.989783995,violent,4,5,1
DC,2023-05-09 04:46:54,38.8256411403,-77.0125871941,property,4,5,1
DC,2023-05-09 07:59:43,38.9144641257,-76.9885271218,property,7,5,1
DC,2023-05-11 07:57:23,38.9222901774,-77.0253468884,violent,7,5,3
DC,2023-05-11 15:13:48,38.9062279155,-77.0532994919,property,15,5,3
DC,2023-04-30 21:43:20,38.9281286047,-76.9800022279,property,21,4,6
DC,2023-05-01 01:11:43,38.9155700251,-77.025067763,property,1,5,0
DC,2023-05-01 22:26:54,38.9181040505,-76.9989737304,violent,22,5,0
DC,2023-05-02 00:46:33,38.8852072355,-76.95866847,violent,0,5,1
DC,2023-05-02 23:21:24,38.9813467517,-77.0320734239,property,23,5,1
DC,2023-05-03 01:18:37,38.9198458716,-76.9528994141,property,1,5,2
DC,2023-05-05 04:00:00,38.9028802338,-76.9499649287,violent,4,5,4
DC,2023-05-05 17:57:46,38.8838061803,-76.929832284,property,17,5,4
DC,2023-05-05 23:24:32,38.93908168,-77.0696453914,property,23,5,4
DC,2023-05-06 22:22:46,38.9025939755,-77.0606289753,property,22,5,5
DC,2023-05-07 02:47:36,38.8926722048,-76.9509756295,violent,2,5,6
DC,2023-05-07 12:56:00,38.915567982,-77.0332545663,property,12,5,6
DC,2023-05-08 12:54:29,38.9148306546,-77.0280885179,property,12,5,0
DC,2023-05-08 15:33:48,38.935345639,-76.9912226962,property,15,5,0
DC,2023-05-09 01:39:06,38.9491961598,-77.0326357657,property,1,5,1
DC,2023-05-09 07:30:23,38.9232339567,-77.0568986393,property,7,5,1
DC,2023-05-09 16:09:05,38.9295130123,-77.0327305535,property,16,5,1
DC,2023-05-09 22:22:06,38.8720345547,-77.0129295636,property,22,5,1
DC,2023-05-10 13:51:48,38.8720340301,-77.0170204682,property,13,5,2
DC,2023-05-10 23:09:02,38.9513568635,-77.0589169019,property,23,5,2
DC,2023-05-10 23:15:26,38.9042038318,-76.9909037198,property,23,5,2
DC,2023-05-12 18:41:18,38.9252496231,-77.0765281846,property,18,5,4
DC,2023-05-13 19:31:14,38.8444671089,-76.976397107,property,19,5,5
DC,2023-05-13 16:25:14,38.9314148203,-76.9712821524,property,16,5,5
DC,2023-05-13 21:36:23,38.926943932,-76.9616427415,property,21,5,5
DC,2023-05-14 13:40:24,38.931057661,-76.9908887608,property,13,5,6
DC,2023-06-19 22:02:47,38.8981145354,-77.0005763944,property,22,6,0
DC,2023-06-20 01:31:56,38.9181083344,-77.0332442198,property,1,6,1
DC,2023-06-20 07:58:03,38.9274163965,-77.022996055,violent,7,6,1
DC,2023-06-20 10:55:19,38.9195164096,-77.0163371523,property,10,6,1
DC,2023-11-16 21:34:57,38.8961307352,-77.0209113536,property,21,11,3
DC,2023-11-16 21:45:41,38.8842708336,-76.997313367,property,21,11,3
DC,2023-11-18 04:56:31,38.9238698908,-77.0408755892,property,4,11,5
DC,2023-11-18 12:07:56,38.9306002081,-77.0318135912,property,12,11,5
DC,2023-11-19 02:48:03,38.8787513288,-76.9836588123,property,2,11,6
DC,2023-11-20 03:26:59,38.8645871477,-76.9830613861,property,3,11,0
DC,2023-11-20 15:43:48,38.9215847053,-76.9937555941,property,15,11,0
DC,2023-11-20 16:44:35,38.9542119921,-77.0230717294,property,16,11,0
DC,2023-11-21 23:22:48,38.8788402666,-76.9915331079,property,23,11,1
DC,2023-11-22 05:36:17,38.9064533107,-77.0425195927,property,5,11,2
DC,2023-11-22 21:42:11,38.9599119666,-77.085288276,property,21,11,2
DC,2023-11-24 04:26:44,38.914451443,-77.0080009186,property,4,11,4
DC,2023-11-25 07:07:57,38.9210705313,-76.9590577483,violent,7,11,5
DC,2023-11-25 20:06:44,38.9694518736,-77.027308864,property,20,11,5
DC,2023-10-30 21:09:35,38.8438842047,-76.9789192984,property,21,10,0
DC,2023-10-31 10:40:42,38.8840117541,-76.9313818566,property,10,10,1
DC,2023-10-31 12:51:15,38.9694518736,-77.027308864,property,12,10,1
DC,2023-11-01 12:23:08,38.9194691988,-77.0250298117,property,12,11,2
DC,2023-11-03 19:54:18,38.8458583733,-76.9968137202,property,19,11,4
DC,2023-11-03 19:59:48,38.9271894953,-77.029707026,property,19,11,4
DC,2023-11-04 20:34:29,38.9122368826,-77.0319516027,property,20,11,5
DC,2023-11-05 16:40:23,38.8919675445,-76.9122972611,property,16,11,6
DC,2023-03-22 16:32:48,38.9340623633,-77.0724316449,property,16,3,2
DC,2023-03-22 15:42:46,38.9483536271,-77.0799445766,property,15,3,2
DC,2023-03-22 20:21:51,38.9002044689,-77.0013142178,property,20,3,2
DC,2023-03-23 04:37:37,38.9255796307,-76.9823555378,property,4,3,3
DC,2023-03-23 06:35:26,38.8635284338,-76.9739826422,violent,6,3,3
DC,2023-03-23 09:46:44,38.9129719746,-77.0384881078,property,9,3,3
DC,2023-03-23 22:37:28,38.8738126326,-76.9616367283,violent,22,3,3
DC,2023-03-24 00:41:33,38.8424057778,-76.9864768199,violent,0,3,4
DC,2023-03-25 03:47:32,38.9038513078,-76.980954397,property,3,3,5
DC,2023-03-26 02:45:46,38.9001947352,-76.9869154654,violent,2,3,6
DC,2023-03-26 10:24:45,38.8594730617,-76.9676472142,violent,10,3,6
DC,2023-03-26 20:42:35,38.9154013882,-77.0463072223,property,20,3,6
DC,2023-03-27 00:54:19,38.9639929439,-77.078519801,violent,0,3,0
DC,2023-04-02 18:40:27,38.9560375531,-77.0101297109,property,18,4,6
DC,2023-03-28 02:12:29,38.8786470214,-76.934389632,property,2,3,1
DC,2023-03-28 01:45:14,38.867259084,-76.9798925322,property,1,3,1
DC,2023-03-29 10:17:09,38.8775213583,-77.0025008298,property,10,3,2
DC,2023-03-30 02:19:43,38.8947888356,-77.0194235861,property,2,3,3
DC,2023-05-10 17:50:23,38.9655384302,-77.0276584899,violent,17,5,2
DC,2023-05-11 03:46:05,38.9238622318,-77.0408811202,property,3,5,3
DC,2023-05-10 23:53:51,38.9374216191,-77.03508717,property,23,5,2
DC,2023-05-11 04:32:12,38.917550792,-77.0296232163,property,4,5,3
DC,2023-05-11 16:36:43,38.8996082789,-76.9803906515,property,16,5,3
DC,2023-11-07 01:20:03,38.8513076142,-76.9627205593,property,1,11,1
DC,2023-11-07 06:07:58,38.931840145,-77.038582486,violent,6,11,1
DC,2023-11-07 19:13:06,38.9736098347,-77.0189643099,property,19,11,1
DC,2023-11-08 07:46:55,38.8978327077,-77.0319593304,property,7,11,2
DC,2023-11-08 12:11:13,38.9064122362,-76.9889050768,property,12,11,2
DC,2023-11-09 17:19:42,38.8642534441,-76.9812422284,violent,17,11,3
DC,2023-11-09 19:03:19,38.9459107228,-77.0862094865,property,19,11,3
DC,2023-11-09 19:09:57,38.9002074169,-77.0106188799,property,19,11,3
DC,2023-11-10 01:45:18,38.9295168861,-77.0327298633,property,1,11,4
DC,2023-11-11 05:11:36,38.9186477371,-77.0296199819,property,5,11,5
DC,2023-11-12 02:16:35,38.931840145,-77.038582486,property,2,11,6
DC,2023-11-12 03:41:54,38.9155717386,-77.0250587697,violent,3,11,6
DC,2023-11-12 02:59:09,38.9619795615,-77.0279498335,property,2,11,6
DC,2023-11-13 08:25:15,38.9155715871,-77.0332481108,property,8,11,0
DC,2023-12-06 15:49:00,38.8688845409,-76.9465679066,violent,15,12,2
DC,2023-12-07 17:49:38,38.8961193183,-76.9943554122,property,17,12,3
DC,2023-12-08 00:21:10,38.8764812582,-77.0050157617,property,0,12,4
DC,2023-12-08 23:24:44,38.9133471143,-77.0229436677,property,23,12,4
DC,2023-12-09 10:35:47,38.8944766829,-76.9170962977,property,10,12,5
DC,2023-12-10 10:57:07,38.907776638,-77.0380768159,property,10,12,6
DC,2023-12-11 10:10:46,38.8990602502,-77.0199058143,violent,10,12,0
DC,2023-12-12 19:50:20,38.903422496,-77.0619605582,property,19,12,1
DC,2023-12-12 22:36:01,38.8994314429,-77.023966461,property,22,12,1
DC,2023-12-13 04:54:43,38.9025921141,-77.0619448497,property,4,12,2
DC,2023-12-13 21:15:49,38.826457661,-77.003590328,property,21,12,2
DC,2023-12-07 23:41:33,38.9364876308,-77.0335810498,property,23,12,3
DC,2023-12-29 23:21:58,38.9847336523,-77.0311033511,property,23,12,4
DC,2023-12-14 22:13:16,38.9153958594,-76.9820919291,property,22,12,3
DC,2023-12-16 19:45:38,38.9626993034,-77.0211715747,property,19,12,5
DC,2023-12-17 20:17:33,38.9483230806,-77.0245157467,property,20,12,6
DC,2023-12-19 10:16:12,38.9540376267,-77.0090478392,property,10,12,1
DC,2023-12-18 22:02:29,38.9295168861,-77.0327298633,property,22,12,0
DC,2023-12-19 19:17:55,38.9148303703,-77.0249767573,property,19,12,1
DC,2023-12-20 18:58:47,38.8677637155,-77.0106932154,property,18,12,2
DC,2023-12-31 05:00:00,38.8545644303,-76.9705725705,violent,5,12,6
DC,2023-12-21 19:12:26,38.9222917098,-77.0253421609,property,19,12,3
DC,2023-12-22 01:08:18,38.8935777881,-76.9943618379,property,1,12,4
DC,2023-12-22 15:19:05,38.9250253546,-77.0241602707,property,15,12,4
DC,2023-12-22 18:45:34,38.8851889275,-76.9563814159,property,18,12,4
DC,2023-12-22 22:11:55,38.8790178074,-76.9866705405,property,22,12,4
DC,2023-08-21 22:01:32,38.8603125815,-76.9658374528,property,22,8,0
DC,2023-08-22 14:29:53,38.9111269368,-77.0375021049,property,14,8,1
DC,2023-08-22 17:33:51,38.9359675081,-77.0212125411,violent,17,8,1
DC,2023-08-22 23:32:19,38.8715247849,-76.9714388898,property,23,8,1
DC,2023-08-23 15:43:18,38.887593934,-76.9920860612,property,15,8,2
DC,2023-08-23 21:13:51,38.9367346817,-77.0352690713,property,21,8,2
DC,2023-08-23 18:51:41,38.9361950358,-77.0588766912,property,18,8,2
DC,2023-08-23 19:31:56,38.9361950358,-77.0588766912,property,19,8,2
DC,2023-08-25 23:05:41,38.9215847053,-76.9937555941,property,23,8,4
DC,2023-08-26 04:12:18,38.8251229447,-77.0060928896,violent,4,8,5
DC,2023-08-26 07:07:26,38.9126071352,-77.039571868,violent,7,8,5
DC,2023-08-26 15:04:38,38.8564184415,-76.9903381194,violent,15,8,5
DC,2023-08-27 21:05:56,38.8986142204,-76.974824299,violent,21,8,6
DC,2023-03-09 17:05:58,38.9672044575,-77.0296900119,property,17,3,3
DC,2023-03-09 21:37:13,38.9041655887,-77.0693461361,violent,21,3,3
DC,2023-03-10 14:01:12,38.9291504548,-76.9601076779,property,14,3,4
DC,2023-03-12 00:04:07,38.8572733207,-76.9620488629,property,0,3,6
DC,2023-03-12 04:56:23,38.9169919745,-77.0307876091,property,4,3,6
DC,2023-03-12 07:41:24,38.9090315643,-76.9839968421,violent,7,3,6
DC,2023-03-12 15:55:38,38.8844235063,-76.958668924,property,15,3,6
DC,2023-03-13 18:02:09,38.9668746906,-77.0073503497,property,18,3,0
DC,2023-03-14 03:13:26,38.9129686719,-77.012164455,property,3,3,1
DC,2023-03-16 01:43:30,38.9413337274,-77.0253882636,property,1,3,3
DC,2023-03-16 15:53:24,38.9227071679,-76.9942571319,property,15,3,3
DC,2023-03-17 05:43:58,38.9381449622,-77.0245912572,property,5,3,4
DC,2023-03-17 16:59:55,38.9480013183,-77.0174077569,property,16,3,4
DC,2023-03-18 14:27:17,38.9051589226,-77.0058913326,property,14,3,5
DC,2023-03-20 02:00:20,38.9008604715,-77.0194252394,property,2,3,0
DC,2023-03-20 14:45:45,38.9328749521,-77.0253160507,property,14,3,0
DC,2023-03-21 03:39:49,38.859963624,-76.9906443582,property,3,3,1
DC,2023-03-21 02:28:45,38.9296674427,-77.0277483727,violent,2,3,1
DC,2023-03-21 16:40:51,38.8897870573,-76.9580556016,property,16,3,1
DC,2023-03-21 20:50:16,38.8593837951,-76.970746574,property,20,3,1
DC,2023-03-24 06:36:26,38.8834660235,-76.9855124195,violent,6,3,4
DC,2023-03-24 13:15:31,38.8897490469,-76.9255270397,property,13,3,4
DC,2023-03-24 18:34:55,38.8644664843,-76.9799394087,property,18,3,4
DC,2023-03-25 22:08:16,38.8846005317,-77.0183834991,property,22,3,5
DC,2023-03-27 15:26:42,38.901006259,-77.0457791014,property,15,3,0
DC,2023-09-01 04:00:00,38.9512079477,-77.0132411043,violent,4,9,4
DC,2023-09-02 04:00:00,38.8280298728,-77.0005658093,violent,4,9,5
DC,2023-09-05 12:11:26,38.9054380874,-77.0323418139,property,12,9,1
DC,2023-09-06 17:29:45,38.8827247821,-76.9973145814,property,17,9,2
DC,2023-09-06 18:25:09,38.9461103001,-77.0646402478,property,18,9,2
DC,2023-09-08 07:16:46,38.9057525716,-77.0136483052,violent,7,9,4
DC,2023-09-10 03:10:08,38.8442653241,-76.9969508479,violent,3,9,6
DC,2023-09-10 23:44:18,38.9303437881,-77.0379923349,property,23,9,6
DC,2023-09-12 14:10:24,38.9007639844,-76.999508202,property,14,9,1
DC,2023-09-12 14:37:19,38.9133446172,-77.0455886991,property,14,9,1
DC,2023-09-12 16:17:22,38.9092815158,-77.0660908578,property,16,9,1
DC,2023-09-13 01:42:05,38.8858036271,-76.9344283476,property,1,9,2
DC,2023-09-15 09:21:17,38.9804170595,-77.0264921407,property,9,9,4
DC,2023-09-14 12:24:31,38.9162832626,-77.0954014505,property,12,9,3
DC,2023-09-15 05:58:11,38.9471931601,-77.0336216232,violent,5,9,4
DC,2023-09-15 13:11:46,38.9155644836,-77.002767716,violent,13,9,4
DC,2023-09-15 17:50:11,38.9196841082,-77.0477025323,property,17,9,4
DC,2023-05-11 20:20:43,38.8337313205,-77.0048373472,property,20,5,3
DC,2023-05-12 15:07:13,38.8798528882,-76.9321872595,violent,15,5,4
DC,2023-05-13 21:11:04,38.9303401818,-77.0380015594,property,21,5,5
DC,2023-05-15 04:27:08,38.9414984857,-77.0058828006,violent,4,5,0
DC,2023-05-15 15:21:31,38.9303401818,-77.0380015594,property,15,5,0
DC,2023-05-15 20:00:39,38.9235809551,-76.9938649734,property,20,5,0
DC,2023-05-16 14:43:29,38.8677557881,-77.0106933295,property,14,5,1
DC,2023-05-16 20:30:17,38.8961106195,-77.0308016524,property,20,5,1
DC,2023-05-17 03:39:07,38.8370644682,-77.0043653338,violent,3,5,2
DC,2023-05-17 19:34:26,38.8845469403,-77.0151908675,property,19,5,2
DC,2023-05-17 04:00:00,38.9434586636,-77.0297147282,violent,4,5,2
DC,2023-05-19 01:53:38,38.8576676853,-76.9563110175,violent,1,5,4
DC,2023-05-19 02:53:06,38.9381449622,-77.0245912572,property,2,5,4
DC,2023-05-15 02:20:22,38.9303401818,-77.0380015594,property,2,5,0
DC,2023-05-15 08:28:42,38.8320376131,-76.9928823579,violent,8,5,0
DC,2023-06-02 13:32:34,38.9302893155,-77.0264569086,property,13,6,4
DC,2023-06-03 09:53:28,38.899247597,-76.9784194504,violent,9,6,5
DC,2023-06-03 13:22:52,38.9516595626,-77.0098060654,property,13,6,5
DC,2023-06-04 17:01:03,38.9600346792,-77.0837651883,property,17,6,6
DC,2023-06-05 01:37:15,38.8755574075,-77.0058658403,property,1,6,0
DC,2023-06-05 15:23:04,38.9321368357,-77.0225593086,property,15,6,0
DC,2023-06-06 16:04:10,38.8657546214,-76.9795587988,property,16,6,1
DC,2023-06-05 16:20:12,38.9037370021,-77.0425758481,property,16,6,0
DC,2023-06-06 09:38:14,38.9161112266,-77.02155106,property,9,6,1
DC,2023-06-07 00:37:15,38.9360370908,-77.0242560436,property,0,6,2
DC,2023-06-07 08:17:00,38.8291999166,-76.9923989368,violent,8,6,2
DC,2023-06-07 12:23:24,38.9287968441,-77.0044978109,property,12,6,2
DC,2023-06-08 02:07:40,38.8558951842,-76.9625219595,violent,2,6,3
DC,2023-06-08 01:52:48,38.9207525016,-77.0005765774,property,1,6,3
DC,2023-06-09 17:28:50,38.8855388502,-77.0000691551,property,17,6,4
DC,2023-06-11 03:13:10,38.9005185027,-77.0172001888,property,3,6,6
DC,2023-09-10 23:13:44,38.9037338029,-77.0175499408,violent,23,9,6
DC,2023-09-11 07:28:27,38.8967301813,-77.0116504341,property,7,9,0
DC,2023-09-11 18:39:14,38.8972039407,-77.0083879302,violent,18,9,0
DC,2023-09-12 02:32:57,38.9589131453,-76.9982332287,property,2,9,1
DC,2023-09-12 03:47:04,38.9064678888,-76.9988836239,property,3,9,1
DC,2023-09-12 22:26:27,38.9488262767,-76.9964276193,property,22,9,1
DC,2023-09-13 05:34:17,38.9103802773,-77.0106067892,property,5,9,2
DC,2023-11-07 02:05:02,38.9224886541,-76.9894810121,property,2,11,1
DC,2023-11-07 02:42:13,38.9448686362,-77.0639158491,property,2,11,1
DC,2023-11-07 09:03:24,38.9137112959,-77.0239679158,property,9,11,1
DC,2023-11-07 19:10:57,38.9129805342,-77.0384829238,property,19,11,1
DC,2023-11-07 20:40:43,38.8369449248,-76.981136952,property,20,11,1
DC,2023-11-07 23:18:15,38.8961314685,-77.0249751674,property,23,11,1
DC,2023-11-08 06:06:34,38.8292021512,-76.9955499228,violent,6,11,2
